Departamento,Municipio,Codigo Municipio,Total Procesadas
SANTANDER,CURITI,68229,175
SANTANDER,EL CARMEN DE CHUCURI,68235,124
SANTANDER,EL GUACAMAYO,68245,30
SANTANDER,EL PEÑON,68250,118
SANTANDER,EL PLAYON,68255,73
SANTANDER,ENCINO,68264,17
SANTANDER,ENCISO,68266,97
SANTANDER,FLORIAN,68271,8
SANTANDER,FLORIDABLANCA,68276,46599
SANTANDER,GALAN,68296,16
SANTANDER,GAMBITA,68298,131
SANTANDER,GIRON,68307,7279
SANTANDER,GUACA,68318,186
SANTANDER,GUADALUPE,68320,66
SANTANDER,GUAPOTA,68322,98
SANTANDER,GUAVATA,68324,81
SANTANDER,GUEPSA,68327,58
SANTANDER,HATO,68344,37
SANTANDER,JESUS MARIA,68368,27
SANTANDER,JORDAN,68370,38
SANTANDER,LA BELLEZA,68377,257
SANTANDER,LA PAZ,68397,152
SANTANDER,LANDAZURI,68385,151
SANTANDER,LEBRIJA,68406,342
SANTANDER,LOS SANTOS,68418,99
SANTANDER,MACARAVITA,68425,43
SANTANDER,MALAGA,68432,1651
SANTANDER,MATANZA,68444,132
SANTANDER,MOGOTES,68464,38
SANTANDER,MOLAGAVITA,68468,84
SANTANDER,OCAMONTE,68498,51
SANTANDER,OIBA,68500,437
SANTANDER,ONZAGA,68502,70
SANTANDER,PALMAR,68522,15
SANTANDER,PALMAS SOCORRO,68524,65
SANTANDER,PARAMO,68533,288
SANTANDER,PIEDECUESTA,68547,11584
SANTANDER,PINCHOTE,68549,147
SANTANDER,PUENTE NACIONAL,68572,87
SANTANDER,PUERTO PARRA,68573,20
SANTANDER,PUERTO WILCHES,68575,373
SANTANDER,RIONEGRO,68615,334
SANTANDER,SABANA DE TORRES,68655,811
SANTANDER,SAN ANDRES,68669,257
SANTANDER,SAN BENITO,68673,79
SANTANDER,SAN GIL,68679,4687
SANTANDER,SAN JOAQUIN,68682,199
SANTANDER,SAN JOSE DE MIRANDA,68684,129
SANTANDER,SAN MIGUEL,68686,46
SANTANDER,SAN VICENTE DE CHUCURI,68689,849
SANTANDER,SANTA BARBARA,68705,70
SANTANDER,SANTA HELENA DEL OPON,68720,104
SANTANDER,SIMACOTA,68745,147
SANTANDER,SOCORRO,68755,1690
SANTANDER,SUAITA,68770,308
SANTANDER,SUCRE,68773,164
SANTANDER,SURATA,68780,77
SANTANDER,TONA,68820,124
SANTANDER,VALLE DE SAN JOSE,68855,120
SANTANDER,VELEZ,68861,1117
SANTANDER,VETAS,68867,153
SANTANDER,VILLANUEVA,68872,80
SANTANDER,ZAPATOCA,68895,44
SUCRE,BUENAVISTA,70110,970
SUCRE,CAIMITO,70124,437
SUCRE,CHALAN,70230,92
SUCRE,COLOSO (RICAURTE),70204,205
SUCRE,COROZAL,70215,3748
SUCRE,COVEÑAS,70221,1314
SUCRE,EL ROBLE,70233,200
SUCRE,GALERAS (NUEVA GRANADA),70235,694
SUCRE,GUARANDA,70265,310
SUCRE,LA UNION,70400,336
SUCRE,LOS PALMITOS,70418,967
SUCRE,MAJAGUAL,70429,318
SUCRE,MORROA,70473,791
SUCRE,OVEJAS,70508,2252
SUCRE,PALMITO,70523,235
SUCRE,SAMPUES,70670,1870
SUCRE,SAN BENITO ABAD,70678,526
SUCRE,SAN JUAN DE BETULIA,70702,299
SUCRE,SAN MARCOS,70708,1453
SUCRE,SAN ONOFRE,70713,2257
SUCRE,SAN PEDRO,70717,1193
SUCRE,SINCE,70742,1862
SUCRE,SINCELEJO,70001,69395
SUCRE,SUCRE,70771,384
SUCRE,TOLU,70820,1034
SUCRE,TOLUVIEJO,70823,902
TOLIMA,ALPUJARRA,73024,25
TOLIMA,ALVARADO,73026,162
TOLIMA,AMBALEMA,73030,119
TOLIMA,ANZOATEGUI,73043,303
TOLIMA,ARMERO (GUAYABAL),73055,498
TOLIMA,ATACO,73067,214
TOLIMA,CAJAMARCA,73124,1082
TOLIMA,CARMEN DE APICALA,73148,187
TOLIMA,CASABIANCA,73152,60
TOLIMA,CHAPARRAL,73168,1611
TOLIMA,COELLO,73200,103
TOLIMA,COYAIMA,73217,626
TOLIMA,CUNDAY,73226,113
TOLIMA,DOLORES,73236,223
TOLIMA,ESPINAL,73268,9249
TOLIMA,FALAN,73270,163
TOLIMA,FLANDES,73275,619
TOLIMA,FRESNO,73283,1445
TOLIMA,GUAMO,73319,1328
TOLIMA,HERVEO,73347,146
TOLIMA,HONDA,73349,1962
TOLIMA,IBAGUE,73001,118204
TOLIMA,ICONONZO,73352,161
TOLIMA,LERIDA,73408,745
TOLIMA,LIBANO,73411,2083
TOLIMA,MARIQUITA,73443,1581
TOLIMA,MELGAR,73449,2910
TOLIMA,MURILLO,73461,111
TOLIMA,NATAGAIMA,73483,373
TOLIMA,ORTEGA,73504,879
TOLIMA,PALOCABILDO,73520,179
TOLIMA,PIEDRAS,73547,308
TOLIMA,PLANADAS,73555,214
TOLIMA,PRADO,73563,176
TOLIMA,PURIFICACION,73585,722
TOLIMA,RIOBLANCO,73616,460
TOLIMA,RONCESVALLES,73622,77
TOLIMA,ROVIRA,73624,554
TOLIMA,SALDAÑA,73671,120
TOLIMA,SAN ANTONIO,73675,282
TOLIMA,SAN LUIS,73678,346
TOLIMA,SANTA ISABEL,73686,260
TOLIMA,SUAREZ,73770,78
TOLIMA,VALLE DE SAN JUAN,73854,58
TOLIMA,VENADILLO,73861,526
TOLIMA,VILLAHERMOSA,73870,276
TOLIMA,VILLARICA,73873,140
VALLE DEL CAUCA,* VALLE. MUNICIPIO DESCONOCIDO,76000,1
VALLE DEL CAUCA,ALCALA,76020,381
VALLE DEL CAUCA,ANDALUCIA,76036,1546
VALLE DEL CAUCA,ANSERMANUEVO,76041,278
VALLE DEL CAUCA,ARGELIA,76054,78
VALLE DEL CAUCA,BOLIVAR,76100,46
VALLE DEL CAUCA,BUENAVENTURA,76109,9164
VALLE DEL CAUCA,BUGA,76111,7086
VALLE DEL CAUCA,BUGALAGRANDE,76113,841
VALLE DEL CAUCA,CAICEDONIA,76122,519
VALLE DEL CAUCA,CALI,76001,422970
VALLE DEL CAUCA,CANDELARIA,76130,3075
VALLE DEL CAUCA,CARTAGO,76147,6849
VALLE DEL CAUCA,DAGUA,76233,1702
VALLE DEL CAUCA,DARIEN,76126,116
VALLE DEL CAUCA,EL AGUILA,76243,101
VALLE DEL CAUCA,EL CAIRO,76246,53
VALLE DEL CAUCA,EL CERRITO,76248,2364
VALLE DEL CAUCA,EL DOVIO,76250,69
VALLE DEL CAUCA,FLORIDA,76275,2065
VALLE DEL CAUCA,GINEBRA,76306,499
VALLE DEL CAUCA,GUACARI,76318,451
VALLE DEL CAUCA,JAMUNDI,76364,6477
VALLE DEL CAUCA,LA CUMBRE,76377,237
VALLE DEL CAUCA,LA UNION,76400,340
VALLE DEL CAUCA,LA VICTORIA,76403,179
VALLE DEL CAUCA,OBANDO,76497,302
VALLE DEL CAUCA,PALMIRA,76520,19853
VALLE DEL CAUCA,PRADERA,76563,1298
VALLE DEL CAUCA,RESTREPO,76606,215
VALLE DEL CAUCA,RIOFRIO,76616,192
VALLE DEL CAUCA,ROLDANILLO,76622,469
VALLE DEL CAUCA,SAN PEDRO,76670,130
VALLE DEL CAUCA,SEVILLA,76736,374
VALLE DEL CAUCA,TORO,76823,47
VALLE DEL CAUCA,TRUJILLO,76828,289
VALLE DEL CAUCA,TULUA,76834,11519
VALLE DEL CAUCA,ULLOA,76845,119
VALLE DEL CAUCA,VERSALLES,76863,204
VALLE DEL CAUCA,VIJES,76869,283
VALLE DEL CAUCA,YOTOCO,76890,444
VALLE DEL CAUCA,YUMBO,76892,3064
VALLE DEL CAUCA,ZARZAL,76895,711
VAUPES,CARURU,97161,1
VAUPES,MITU,97001,3663
VAUPES,PACOA (CD),97511,4
VAUPES,TARAIRA,97666,1
VICHADA,CUMARIBO,99773,149
VICHADA,LA PRIMAVERA,99524,6
VICHADA,PUERTO CARREÑO,99001,5069
VICHADA,SANTA ROSALIA,99624,8
,,,7196497
